transaction_id,date,store_id,product_id,quantity,unit_price
T016569,20/07/2023,S03,P07,1,
T012437,28/05/2023,S01,P09,1,
T072930,22/03/2025,S07,P12,1,
T025039,29/10/2023,S01,P11,1,
T000477,05/01/2023,S07,P01,1,
T077469,10/05/2025,S04,P10,2,
T032907,17/01/2024,S03,P11,1,
T041405,21/04/2024,S01,P04,1,
T066464,14/01/2025,S08,P03,2,
T066996,19/01/2025,S07,P10,1,
T075717,21/04/2025,S07,P01,1,
T038267,17/03/2024,S01,P02,1,
T056915,15/10/2024,S07,P08,1,
T001339,15/01/2023,S02,P01,3,
T072873,22/03/2025,S03,P05,1,
T055081,25/09/2024,S04,P06,2,
T067322,23/01/2025,S01,P08,2,
T036920,01/03/2024,S06,P04,1,
T002263,25/01/2023,S03,P08,1,
T071819,11/03/2025,S01,P03,1,6.5
T077492,10/05/2025,S06,P03,1,
T033596,24/01/2024,S02,P11,1,
T077435,10/05/2025,S01,P10,1,
T045944,11/06/2024,S05,P06,1,
T042646,04/05/2024,S04,P11,1,
T017021,26/07/2023,S02,P05,1,
T055299,28/09/2024,S02,P07,1,9.5
T008651,12/04/2023,S02,P12,1,
T042050,28/04/2024,S01,P11,1,18.0
T014790,26/06/2023,S07,P10,2,
T023675,13/10/2023,S08,P09,2,
T060620,22/11/2024,S01,P10,1,
T078986,26/05/2025,S04,P04,1,
T046668,20/06/2024,S05,P11,1,18.0
T001292,14/01/2023,S06,P01,2,
T065065,01/01/2025,S06,P06,1,
T010218,01/05/2023,S04,P01,2,
T068005,29/01/2025,S03,P02,1,5.0
T022996,05/10/2023,S08,P11,2,
T003966,14/02/2023,S01,P08,1,
T043205,11/05/2024,S02,P03,1,
T019117,20/08/2023,S06,P11,1,
T000340,04/01/2023,S02,P09,3,
T070031,20/02/2025,S05,P10,1,
T055181,26/09/2024,S06,P11,1,18.0
T021482,17/09/2023,S04,P02,1,
T045527,06/06/2024,S04,P02,1,
T070248,23/02/2025,S01,P02,1,
T036298,24/02/2024,S01,P02,1,
T063711,20/12/2024,S03,P10,1,
T006592,17/03/2023,S05,P06,1,
T024513,23/10/2023,S01,P01,1,
T033664,25/01/2024,S01,P10,1,
T048835,17/07/2024,S02,P01,1,5.5
T025562,03/11/2023,S06,P12,1,
T042319,30/04/2024,S07,P07,2,
T073226,26/03/2025,S03,P02,1,
T070272,23/02/2025,S03,P02,1,5.0
T032759,16/01/2024,S01,P11,1,
T046034,12/06/2024,S06,P11,1,
T001796,20/01/2023,S01,P08,1,
T024359,21/10/2023,S04,P02,3,
T017704,03/08/2023,S04,P10,1,
T066160,12/01/2025,S03,P03,1,6.5
T065470,05/01/2025,S06,P12,1,16.0
T068859,07/02/2025,S06,P09,3,10.0
T009854,27/04/2023,S05,P05,1,
T018535,13/08/2023,S04,P12,1,
T022667,01/10/2023,S06,P02,1,
T037460,08/03/2024,S01,P05,1,
T068455,02/02/2025,S08,P05,1,4.0
T044894,29/05/2024,S04,P09,1,
T062750,11/12/2024,S02,P07,1,
T025994,08/11/2023,S01,P02,1,
T044074,20/05/2024,S06,P02,2,
T065719,08/01/2025,S01,P03,1,6.5
T027756,26/11/2023,S02,P11,1,18.0
T019417,25/08/2023,S01,P01,1,
T012771,31/05/2023,S06,P05,1,
T022409,29/09/2023,S02,P06,1,
T019096,20/08/2023,S05,P02,1,
T076053,25/04/2025,S04,P02,2,
T007046,22/03/2023,S05,P06,1,
T076016,25/04/2025,S01,P04,1,
T062929,13/12/2024,S01,P08,1,
T047793,04/07/2024,S04,P10,1,3.0
T024964,28/10/2023,S02,P12,1,
T013988,16/06/2023,S06,P02,1,5.0
T052934,01/09/2024,S06,P02,1,5.0
T066351,14/01/2025,S01,P06,1,
T012758,31/05/2023,S04,P05,1,4.0
T001131,12/01/2023,S07,P05,1,
T032219,10/01/2024,S05,P04,1,
T078777,24/05/2025,S04,P11,1,
T064125,24/12/2024,S02,P07,1,
T046155,14/06/2024,S04,P11,1,
T001356,15/01/2023,S03,P04,1,
T003964,14/02/2023,S01,P10,1,
T062274,07/12/2024,S01,P01,1,5.5
T050519,05/08/2024,S04,P04,1,
T023438,11/10/2023,S01,P01,1,
T072241,15/03/2025,S04,P12,1,
T070804,01/03/2025,S02,P06,1,
T025920,07/11/2023,S03,P12,1,
T062665,10/12/2024,S03,P01,1,
T042277,30/04/2024,S05,P08,1,
T000617,07/01/2023,S03,P03,1,
T019753,28/08/2023,S06,P04,1,
T060416,20/11/2024,S01,P02,2,
T004653,22/02/2023,S02,P04,1,
T064797,30/12/2024,S01,P03,1,
T048115,08/07/2024,S03,P11,1,
T017749,04/08/2023,S02,P01,1,
T078849,25/05/2025,S01,P02,1,
T041871,26/04/2024,S02,P03,1,
T077327,08/05/2025,S07,P07,1,
T052084,23/08/2024,S04,P01,1,
T024940,28/10/2023,S01,P05,1,
T042160,29/04/2024,S02,P05,1,
T032008,08/01/2024,S02,P04,1,
T052539,28/08/2024,S03,P06,1,
T068918,08/02/2025,S02,P09,1,
T012536,28/05/2023,S08,P04,1,
T022116,25/09/2023,S02,P08,2,
T045642,07/06/2024,S07,P04,1,
T023529,12/10/2023,S01,P09,1,
T006977,21/03/2023,S06,P07,3,
T059750,13/11/2024,S06,P04,1,4.5
T065421,05/01/2025,S03,P09,1,
T036943,01/03/2024,S08,P05,1,
T069754,16/02/2025,S08,P01,1,
T054706,21/09/2024,S06,P11,1,
T031763,06/01/2024,S01,P10,3,
T008650,12/04/2023,S02,P07,1,
T005173,28/02/2023,S04,P11,1,
T021837,22/09/2023,S01,P03,1,
T063799,21/12/2024,S03,P07,1,
T070329,23/02/2025,S06,P06,2,
T030385,23/12/2023,S02,P10,1,
T002325,26/01/2023,S02,P07,1,
T006991,21/03/2023,S08,P02,3,
T058220,30/10/2024,S02,P08,1,8.5
T046154,14/06/2024,S04,P10,1,
T028988,09/12/2023,S02,P05,1,
T076315,28/04/2025,S01,P01,1,
T016799,23/07/2023,S02,P11,2,
T068315,01/02/2025,S06,P12,1,
T005145,28/02/2023,S01,P11,1,18.0
T028533,04/12/2023,S02,P08,1,
T042269,30/04/2024,S04,P10,1,
T022170,25/09/2023,S07,P04,1,
T076025,25/04/2025,S02,P02,2,5.0
T054262,16/09/2024,S05,P11,1,
T024885,27/10/2023,S04,P06,2,
T074766,11/04/2025,S06,P03,1,
T043554,15/05/2024,S01,P11,1,
T074792,12/04/2025,S01,P07,1,
T051203,13/08/2024,S04,P04,1,
T071240,05/03/2025,S03,P10,1,
T031117,30/12/2023,S04,P09,2,
T063473,17/12/2024,S06,P01,1,5.5
T008623,11/04/2023,S07,P05,1,
T064585,28/12/2024,S04,P11,1,
T047345,29/06/2024,S01,P11,2,
T059980,16/11/2024,S02,P11,2,
T071687,09/03/2025,S06,P06,1,
T019121,20/08/2023,S06,P05,1,
T018465,12/08/2023,S08,P02,1,
T010041,29/04/2023,S05,P10,1,3.0
T036331,24/02/2024,S04,P12,1,16.0
T029321,12/12/2023,S04,P03,1,
T012179,24/05/2023,S07,P03,2,
T017415,31/07/2023,S01,P09,1,
T018497,13/08/2023,S02,P11,1,
T076233,27/04/2025,S03,P10,2,
T030345,22/12/2023,S05,P08,1,
T042651,04/05/2024,S05,P08,1,
T039332,28/03/2024,S04,P02,2,
T034561,03/02/2024,S06,P04,1,
T041383,20/04/2024,S07,P03,1,
T054473,19/09/2024,S03,P03,1,
T041765,25/04/2024,S01,P09,1,
T052564,28/08/2024,S06,P08,2,
T051958,22/08/2024,S01,P05,1,
T037219,04/03/2024,S07,P09,1,
T050117,01/08/2024,S02,P02,1,5.0
T026949,18/11/2023,S02,P10,1,3.0
T064361,26/12/2024,S04,P08,1,8.5
T015702,08/07/2023,S06,P12,1,
T061674,01/12/2024,S04,P07,1,
T005437,03/03/2023,S04,P09,1,
T060261,18/11/2024,S04,P10,1,
T011453,16/05/2023,S04,P10,2,
T006843,20/03/2023,S01,P02,1,5.0
T031215,31/12/2023,S05,P06,1,
T042210,29/04/2024,S07,P09,1,
T037104,03/03/2024,S05,P03,1,
T024241,20/10/2023,S01,P10,1,
T010980,10/05/2023,S05,P03,1,
T033256,21/01/2024,S01,P07,1,9.5
T021802,21/09/2023,S04,P11,1,
T066147,12/01/2025,S02,P05,1,
T019842,29/08/2023,S08,P09,1,
T010386,03/05/2023,S04,P07,1,
T034454,02/02/2024,S04,P10,2,
T044769,28/05/2024,S01,P11,1,
T050521,05/08/2024,S04,P05,1,
T009132,18/04/2023,S02,P11,1,
T013697,12/06/2023,S04,P04,1,
T046832,22/06/2024,S03,P03,1,
T019917,30/08/2023,S08,P02,2,
T029542,14/12/2023,S05,P08,1,
T042631,04/05/2024,S03,P09,1,
T050415,04/08/2024,S03,P12,1,
T019773,29/08/2023,S01,P11,1,
T000709,08/01/2023,S02,P02,1,
T001741,19/01/2023,S04,P10,3,
T022835,03/10/2023,S07,P06,1,
T037490,08/03/2024,S04,P10,1,
T061010,25/11/2024,S03,P03,1,6.5
T059365,10/11/2024,S02,P06,1,3.8
T051771,19/08/2024,S06,P07,2,9.5
T019040,20/08/2023,S01,P03,1,
T000251,03/01/2023,S03,P08,1,
T030106,20/12/2023,S02,P08,1,
T074587,09/04/2025,S05,P03,1,
T069147,10/02/2025,S05,P05,1,
T073969,03/04/2025,S04,P02,1,5.0
T002298,25/01/2023,S06,P06,2,
T024461,22/10/2023,S04,P10,2,
T074465,08/04/2025,S02,P10,1,
T034411,02/02/2024,S01,P08,1,
T060278,18/11/2024,S05,P11,1,
T045258,02/06/2024,S06,P08,1,
T048444,12/07/2024,S05,P03,1,
T036361,24/02/2024,S06,P03,1,
T010951,10/05/2023,S02,P06,1,
T051748,19/08/2024,S05,P10,1,
T049851,28/07/2024,S07,P02,1,
T028081,29/11/2023,S05,P02,1,
T074592,09/04/2025,S06,P03,1,
T040144,06/04/2024,S06,P08,1,8.5
T014587,24/06/2023,S06,P08,1,
T059491,11/11/2024,S03,P10,1,3.0
T037997,14/03/2024,S01,P11,3,
T005162,28/02/2023,S02,P09,1,
T020786,09/09/2023,S07,P04,1,4.5
T011957,22/05/2023,S02,P11,1,
T013219,06/06/2023,S02,P04,1,
T034778,06/02/2024,S01,P03,1,
T029756,16/12/2023,S06,P02,1,
T047352,29/06/2024,S02,P06,1,
T058526,02/11/2024,S04,P03,1,
T069434,13/02/2025,S06,P02,2,
T022427,29/09/2023,S03,P02,2,5.0
T039751,01/04/2024,S08,P06,1,
T049625,26/07/2024,S04,P05,1,
T079427,31/05/2025,S04,P06,1,
T037555,09/03/2024,S01,P04,1,4.5
T054849,23/09/2024,S01,P10,1,
T005385,02/03/2023,S08,P07,1,
T009932,28/04/2023,S04,P04,1,
T030249,21/12/2023,S05,P09,1,
T047882,05/07/2024,S06,P08,1,
T074255,06/04/2025,S01,P08,1,
T055848,04/10/2024,S01,P06,1,
T072932,22/03/2025,S07,P08,1,
T005624,05/03/2023,S04,P01,1,5.5
T070314,23/02/2025,S05,P09,2,
T028116,29/11/2023,S08,P10,2,
T046146,14/06/2024,S03,P05,2,
T075620,20/04/2025,S06,P07,1,
T077652,12/05/2025,S03,P12,1,
T048647,14/07/2024,S07,P09,2,
T028843,07/12/2023,S06,P11,1,
T041504,21/04/2024,S08,P02,1,
T017467,31/07/2023,S05,P06,2,
T008407,09/04/2023,S04,P12,1,
T051268,14/08/2024,S02,P07,1,
T068584,04/02/2025,S04,P07,1,
T065586,06/01/2025,S07,P09,2,
T029493,14/12/2023,S02,P10,1,
T066519,15/01/2025,S04,P11,1,
T057024,16/10/2024,S07,P05,1,
T067254,22/01/2025,S04,P03,1,
T066643,16/01/2025,S06,P07,1,
T021632,19/09/2023,S04,P05,1,
T033361,21/01/2024,S07,P05,1,4.0
T028059,29/11/2023,S03,P02,1,
T020977,11/09/2023,S07,P05,3,
T027993,28/11/2023,S06,P08,1,
T069035,09/02/2025,S03,P06,1,
T053661,09/09/2024,S05,P04,1,
T030912,28/12/2023,S04,P02,1,
T052519,28/08/2024,S01,P09,1,
T038881,23/03/2024,S05,P05,2,
T017202,28/07/2023,S04,P07,1,
T072540,18/03/2025,S04,P07,1,9.5
T006103,11/03/2023,S06,P10,1,
T061043,25/11/2024,S06,P05,1,
T038385,17/03/2024,S08,P07,1,
T068890,08/02/2025,S01,P09,2,
T078532,21/05/2025,S06,P02,1,
T017623,02/08/2023,S04,P04,1,
T022034,24/09/2023,S03,P08,1,
T007243,25/03/2023,S03,P02,1,
T025916,07/11/2023,S03,P07,1,
T019721,28/08/2023,S03,P07,1,
R064655,28/12/2024,S08,P02,-1,
T067912,28/01/2025,S02,P02,1,
T052609,29/08/2024,S01,P11,1,
T028868,08/12/2023,S01,P08,1,
T000022,01/01/2023,S02,P07,1,
T053377,07/09/2024,S03,P01,1,
T068607,04/02/2025,S06,P06,1,
T030422,23/12/2023,S05,P01,1,
T066537,15/01/2025,S05,P06,1,
T010445,04/05/2023,S03,P05,1,
T001140,12/01/2023,S08,P10,1,3.0
T063730,20/12/2024,S04,P06,1,3.8
T048265,10/07/2024,S02,P01,1,
T041875,26/04/2024,S02,P11,1,18.0
T024065,17/10/2023,S08,P02,3,
T049722,27/07/2024,S04,P08,1,8.5
T060051,16/11/2024,S06,P11,1,
T038345,17/03/2024,S04,P10,3,
T065090,02/01/2025,S01,P12,1,
T039444,29/03/2024,S08,P01,1,
T072756,21/03/2025,S01,P02,1,
T044250,22/05/2024,S07,P02,1,5.0
T053013,02/09/2024,S06,P05,2,
T035695,17/02/2024,S01,P04,1,4.5
T018191,09/08/2023,S03,P03,1,6.5
T027687,25/11/2023,S05,P10,1,
T016866,23/07/2023,S07,P02,1,
T046921,23/06/2024,S02,P02,1,
T042890,07/05/2024,S02,P11,1,
T067303,22/01/2025,S08,P09,1,
T059497,11/11/2024,S03,P04,1,
T007316,26/03/2023,S01,P05,1,
T018792,17/08/2023,S01,P06,2,
T033750,25/01/2024,S08,P04,1,
T051770,19/08/2024,S06,P10,1,
T049117,20/07/2024,S03,P04,1,4.5
T067146,21/01/2025,S03,P12,1,
T011674,18/05/2023,S08,P11,1,
T007568,29/03/2023,S02,P10,1,
T046375,17/06/2024,S01,P07,1,
T013631,11/06/2023,S06,P11,1,
T023690,14/10/2023,S01,P03,1,
T021714,20/09/2023,S04,P05,1,
T074727,11/04/2025,S03,P06,1,
T064430,27/12/2024,S03,P10,1,3.0
T035942,19/02/2024,S06,P05,1,
T022107,25/09/2023,S02,P01,1,
T013971,16/06/2023,S04,P09,1,
T043816,18/05/2024,S02,P02,1,
T074976,13/04/2025,S05,P01,1,
T067741,26/01/2025,S06,P10,2,
T020730,09/09/2023,S02,P08,1,
T033954,28/01/2024,S02,P12,3,
T063228,15/12/2024,S04,P01,2,
T057704,24/10/2024,S04,P04,2,
T069311,12/02/2025,S04,P12,1,
T023638,13/10/2023,S04,P07,1,
T005647,05/03/2023,S06,P06,1,
T041276,19/04/2024,S05,P01,1,
T002729,30/01/2023,S02,P11,1,18.0
T053231,05/09/2024,S04,P03,1,
T031985,07/01/2024,S08,P01,1,
T035360,12/02/2024,S06,P09,2,
T024716,25/10/2023,S04,P04,2,
T045140,01/06/2024,S04,P12,1,
T072217,15/03/2025,S03,P05,1,
T059304,09/11/2024,S06,P06,1,3.8
T031264,31/12/2023,S08,P07,1,
T060811,23/11/2024,S06,P07,2,
T024701,25/10/2023,S02,P11,2,
T056158,07/10/2024,S03,P03,1,
T016707,22/07/2023,S02,P07,1,
T015050,30/06/2023,S01,P08,1,
T020962,11/09/2023,S06,P11,2,
T034078,29/01/2024,S03,P04,1,
T019608,27/08/2023,S01,P07,1,9.5
T017471,31/07/2023,S06,P01,1,
T023209,08/10/2023,S02,P02,1,
T036955,02/03/2024,S01,P10,1,
T053756,10/09/2024,S08,P05,1,4.0
T049012,19/07/2024,S03,P12,1,
T009283,20/04/2023,S02,P10,1,
T047047,24/06/2024,S05,P11,1,
T055798,03/10/2024,S05,P04,1,4.5
T072891,22/03/2025,S04,P03,1,
T076822,03/05/2025,S07,P10,2,3.0
T055498,29/09/2024,S07,P01,1,
T050650,07/08/2024,S01,P09,1,
T010564,05/05/2023,S06,P04,1,4.5
T029245,11/12/2023,S05,P11,1,
T060008,16/11/2024,S04,P12,1,
T063935,22/12/2024,S03,P12,1,16.0
T010241,01/05/2023,S06,P05,2,
T048929,18/07/2024,S04,P09,2,
T034297,31/01/2024,S05,P09,1,
T025528,03/11/2023,S04,P06,1,3.8
T033687,25/01/2024,S03,P03,1,
T011675,18/05/2023,S08,P02,1,
T035365,12/02/2024,S07,P11,3,
T017003,25/07/2023,S08,P06,1,
T035502,14/02/2024,S05,P09,1,
T070589,27/02/2025,S01,P02,1,5.0
T009227,19/04/2023,S04,P06,1,
T029180,10/12/2023,S07,P01,1,
T059954,16/11/2024,S01,P04,1,
T054589,20/09/2024,S04,P09,1,
T071634,09/03/2025,S03,P05,1,4.0
T055218,27/09/2024,S02,P07,1,
T003264,05/02/2023,S05,P11,2,
T056290,09/10/2024,S01,P11,1,
T041889,26/04/2024,S04,P12,2,
T053737,10/09/2024,S06,P01,1,
T062814,11/12/2024,S08,P10,3,
T044208,22/05/2024,S03,P02,1,
T066248,13/01/2025,S02,P02,1,
T076209,26/04/2025,S08,P04,2,
T051179,13/08/2024,S01,P06,1,
T071153,04/03/2025,S03,P08,1,
T076309,28/04/2025,S01,P02,1,
T076323,28/04/2025,S02,P09,2,
T059573,12/11/2024,S01,P07,2,
T008559,11/04/2023,S01,P07,1,
T057343,20/10/2024,S04,P06,1,3.8
T008841,14/04/2023,S05,P09,1,
T037946,13/03/2024,S04,P06,1,
T041442,21/04/2024,S04,P09,1,10.0
T055345,28/09/2024,S04,P12,1,
T033222,20/01/2024,S06,P09,1,10.0
T058516,02/11/2024,S03,P09,1,10.0
T055313,28/09/2024,S03,P12,1,
T077856,14/05/2025,S04,P04,2,4.5
T070441,25/02/2025,S02,P10,1,
T017993,06/08/2023,S06,P07,2,
T043714,16/05/2024,S08,P05,1,
T024896,27/10/2023,S04,P01,2,
T017541,01/08/2023,S04,P11,1,18.0
T052201,24/08/2024,S06,P02,1,
T058561,02/11/2024,S06,P07,1,
T012514,28/05/2023,S06,P07,1,
T013129,05/06/2023,S01,P06,1,
T036314,24/02/2024,S02,P04,2,
T036774,28/02/2024,S06,P04,1,
T058278,30/10/2024,S06,P05,1,
T004006,14/02/2023,S04,P11,1,
T074916,13/04/2025,S01,P10,1,
T074644,10/04/2025,S03,P10,1,3.0
T040374,08/04/2024,S08,P10,1,
T014208,19/06/2023,S06,P07,1,
T017018,26/07/2023,S02,P10,1,
T036317,24/02/2024,S03,P12,2,
T001489,16/01/2023,S05,P09,1,
T014244,20/06/2023,S02,P11,1,
T043070,09/05/2024,S04,P08,1,
T066573,16/01/2025,S02,P07,1,
T027880,27/11/2023,S04,P02,1,5.0
T014469,23/06/2023,S02,P11,1,
T048885,18/07/2024,S01,P12,1,
T076357,28/04/2025,S05,P06,1,
T024383,21/10/2023,S06,P02,3,
T047375,29/06/2024,S04,P06,1,
T043372,12/05/2024,S08,P01,1,
T072852,22/03/2025,S01,P04,1,
T057133,18/10/2024,S03,P05,1,4.0
T027484,23/11/2023,S03,P10,1,
T005555,04/03/2023,S06,P09,2,
T008610,11/04/2023,S06,P08,1,
T056268,08/10/2024,S06,P10,1,
T037755,11/03/2024,S02,P04,1,
T071156,04/03/2025,S03,P08,1,8.5
T038290,17/03/2024,S01,P03,1,
T071895,11/03/2025,S08,P03,2,
T014018,17/06/2023,S01,P07,1,
T052145,24/08/2024,S02,P04,1,
T000994,11/01/2023,S02,P05,1,
T072734,20/03/2025,S06,P06,2,
T004952,25/02/2023,S06,P10,1,
T064935,31/12/2024,S05,P05,1,
T051077,11/08/2024,S07,P08,2,
T060379,19/11/2024,S05,P06,1,
T043721,17/05/2024,S01,P01,1,
T073440,28/03/2025,S07,P08,1,
T072101,14/03/2025,S01,P04,1,
T057274,19/10/2024,S06,P03,1,
T046451,17/06/2024,S08,P04,1,
T029504,14/12/2023,S03,P04,1,4.5
T058170,29/10/2024,S03,P09,1,
T068146,30/01/2025,S07,P02,2,
T069373,13/02/2025,S01,P09,2,
T069233,11/02/2025,S05,P09,1,
T028873,08/12/2023,S01,P06,1,
T018330,11/08/2023,S03,P12,1,16.0
T063577,19/12/2024,S01,P09,1,
T044342,23/05/2024,S06,P12,1,16.0
T054947,24/09/2024,S01,P03,1,
T005053,26/02/2023,S07,P05,1,
T070658,27/02/2025,S06,P11,1,
T077579,11/05/2025,S04,P01,1,
T006339,14/03/2023,S04,P09,1,
T033676,25/01/2024,S02,P02,1,
T013078,04/06/2023,S04,P05,1,
T017847,05/08/2023,S02,P12,2,
T002229,24/01/2023,S06,P06,1,
T066517,15/01/2025,S04,P12,1,
T075200,16/04/2025,S01,P09,1,
T042456,02/05/2024,S03,P01,1,
T057445,21/10/2024,S02,P04,3,
T069695,16/02/2025,S04,P06,2,
T024126,18/10/2023,S06,P11,1,18.0
T056421,10/10/2024,S04,P07,1,
T042203,29/04/2024,S06,P04,2,4.5
T014633,25/06/2023,S01,P12,1,
T003069,03/02/2023,S02,P05,1,
T065972,10/01/2025,S06,P08,1,
T032715,15/01/2024,S05,P01,3,
T018936,18/08/2023,S08,P04,1,
T077911,15/05/2025,S02,P08,1,
T064858,30/12/2024,S05,P08,2,
T050216,02/08/2024,S01,P09,1,
T008816,14/04/2023,S03,P07,1,
T042961,08/05/2024,S02,P12,1,16.0
T070071,21/02/2025,S01,P03,1,
T051938,21/08/2024,S07,P09,2,
T071882,11/03/2025,S06,P02,1,
T066912,19/01/2025,S01,P12,1,
T078927,25/05/2025,S06,P07,1,
T046311,16/06/2024,S02,P09,1,
T004239,17/02/2023,S04,P08,2,
T020531,06/09/2023,S08,P02,1,
T019477,25/08/2023,S06,P03,1,
T005220,01/03/2023,S01,P07,1,9.5
T022607,01/10/2023,S02,P06,1,
T052418,27/08/2024,S01,P11,1,18.0
T020658,08/09/2023,S05,P02,1,
T073097,24/03/2025,S04,P01,1,5.5
T065496,06/01/2025,S01,P03,1,
T010961,10/05/2023,S03,P09,1,
T075158,15/04/2025,S05,P02,1,5.0
T016538,19/07/2023,S08,P01,1,
T002701,29/01/2023,S08,P03,2,
T049224,21/07/2024,S04,P03,1,
T005253,01/03/2023,S04,P02,1,
T028947,08/12/2023,S07,P08,2,
T039618,31/03/2024,S04,P05,1,
T056049,06/10/2024,S02,P06,1,3.8
T042213,29/04/2024,S07,P12,2,
T067101,20/01/2025,S08,P11,1,
T005763,07/03/2023,S02,P03,1,6.5
T019555,26/08/2023,S04,P12,2,
T070481,25/02/2025,S07,P09,1,
T042720,05/05/2024,S02,P01,1,
T050891,10/08/2024,S01,P02,1,
T052021,22/08/2024,S06,P07,1,
T078247,18/05/2025,S06,P02,1,
T035753,17/02/2024,S06,P10,1,
T030974,29/12/2023,S02,P02,2,
T072449,17/03/2025,S04,P03,1,
T036838,29/02/2024,S04,P05,1,
T059340,10/11/2024,S01,P08,1,
T042030,27/04/2024,S07,P05,1,
T029280,12/12/2023,S01,P04,2,
T077682,12/05/2025,S05,P09,2,
T020472,06/09/2023,S02,P01,1,
T035005,08/02/2024,S07,P06,1,
T026609,14/11/2023,S08,P11,2,
T017358,30/07/2023,S02,P07,2,9.5
T024380,21/10/2023,S05,P01,1,
T064403,26/12/2024,S08,P09,1,10.0
T077391,09/05/2025,S05,P01,2,
T005659,05/03/2023,S07,P09,1,10.0
T061657,01/12/2024,S03,P08,1,
T066471,15/01/2025,S01,P10,2,
T059078,07/11/2024,S07,P12,2,
T055676,01/10/2024,S08,P12,2,
T000155,02/01/2023,S03,P03,1,6.5
T053683,09/09/2024,S07,P08,1,
T056033,06/10/2024,S01,P12,1,
T063190,15/12/2024,S01,P10,1,
T043551,15/05/2024,S01,P12,2,
T050309,03/08/2024,S02,P02,1,
T047653,02/07/2024,S05,P10,1,
T051915,21/08/2024,S04,P06,1,
T020135,02/09/2023,S04,P01,1,
T018450,12/08/2023,S06,P03,2,6.5
T018748,16/08/2023,S03,P02,1,
T024707,25/10/2023,S03,P12,1,
T037122,03/03/2024,S06,P10,1,3.0
T075798,22/04/2025,S06,P10,2,
T030933,28/12/2023,S05,P04,2,
T053443,07/09/2024,S06,P10,1,
T060141,17/11/2024,S04,P10,2,
T033853,27/01/2024,S02,P01,2,
T048986,19/07/2024,S01,P12,1,
T057020,16/10/2024,S07,P03,1,
T003899,13/02/2023,S02,P08,2,
T020589,07/09/2023,S05,P10,1,3.0
T068168,31/01/2025,S01,P11,1,
T054570,20/09/2024,S02,P02,1,
T041146,18/04/2024,S02,P01,1,5.5
T030740,26/12/2023,S04,P06,1,
T054671,21/09/2024,S03,P09,1,
T036416,25/02/2024,S01,P12,1,16.0
T077688,12/05/2025,S06,P11,1,
T043138,10/05/2024,S04,P11,1,
T064250,25/12/2024,S03,P06,3,
T040571,11/04/2024,S03,P09,1,
T072330,16/03/2025,S02,P07,1,
T008575,11/04/2023,S03,P04,1,
T019456,25/08/2023,S04,P01,1,
T049929,29/07/2024,S07,P03,1,6.5
T048878,17/07/2024,S07,P02,1,
T054097,14/09/2024,S06,P05,1,
T063315,16/12/2024,S02,P05,1,
T014732,26/06/2023,S02,P05,3,
T069986,20/02/2025,S01,P09,1,
T040462,10/04/2024,S01,P11,1,
T068824,07/02/2025,S03,P09,1,
T011229,13/05/2023,S06,P09,1,
T050464,04/08/2024,S06,P04,2,
T004711,23/02/2023,S01,P07,1,
T056672,13/10/2024,S01,P11,1,
T056740,13/10/2024,S05,P10,2,3.0
T069131,10/02/2025,S03,P04,1,
T063570,18/12/2024,S07,P10,1,
T011238,13/05/2023,S07,P09,1,
T044935,29/05/2024,S08,P10,1,
T028999,09/12/2023,S03,P09,1,
T012942,03/06/2023,S02,P02,2,
T038619,20/03/2024,S06,P02,1,
T043014,08/05/2024,S07,P06,1,
T078821,24/05/2025,S06,P01,1,
T015922,11/07/2023,S05,P03,1,
T056995,16/10/2024,S05,P04,2,
T020664,08/09/2023,S05,P09,1,10.0
T032211,10/01/2024,S04,P11,1,
T013817,14/06/2023,S03,P06,1,
T015049,30/06/2023,S01,P07,1,
T027439,22/11/2023,S06,P10,1,
T027424,22/11/2023,S05,P10,2,3.0
T071734,10/03/2025,S02,P03,1,
T036708,27/02/2024,S08,P04,2,4.5
T030426,23/12/2023,S05,P11,2,
T006711,18/03/2023,S06,P03,1,6.5
T024611,24/10/2023,S02,P04,1,
T036150,22/02/2024,S03,P06,1,3.8
T058871,05/11/2024,S06,P05,1,
T002876,31/01/2023,S06,P09,1,10.0
T038902,23/03/2024,S06,P01,1,5.5
T070413,24/02/2025,S06,P06,1,
T077554,11/05/2025,S03,P06,2,
T051385,15/08/2024,S05,P03,1,
T044802,28/05/2024,S04,P06,3,
T006975,21/03/2023,S06,P07,1,
T028427,03/12/2023,S02,P06,1,
T075342,17/04/2025,S05,P05,1,4.0
T023964,16/10/2023,S06,P05,1,
T074366,07/04/2025,S01,P05,1,4.0
T034285,31/01/2024,S04,P02,1,
T043026,09/05/2024,S01,P11,2,
T074369,07/04/2025,S01,P03,1,
T022859,04/10/2023,S02,P01,1,
T018721,15/08/2023,S07,P04,1,
T069340,12/02/2025,S06,P05,1,
T053063,03/09/2024,S03,P05,1,4.0
T024622,24/10/2023,S03,P02,1,
T069929,19/02/2025,S01,P10,3,
T045737,08/06/2024,S08,P06,1,
T076240,27/04/2025,S03,P12,1,
T020847,10/09/2023,S03,P08,1,
T072716,20/03/2025,S04,P03,1,
T003641,10/02/2023,S05,P08,2,
T069950,19/02/2025,S03,P04,1,
T034279,31/01/2024,S03,P11,1,
T075950,24/04/2025,S03,P04,1,
T066473,15/01/2025,S01,P03,2,
